Abn,MemberNo
66099093572,0324
66102593506,Q076
66103596734,0143
66103695360,480I
66103991415,20J7
66106140679,W907
66108643358,B856
66109377602,F070
66109393866,393Q
66112162560,902M
66113485943,508G
66117895637,197R
66120454319,J945
66120552135,731N
66123002293,E664
66126152130,160S
66126152130,65B8
66127274087,43J7
66127754040,709C
66127754040,711C
66127754040,732C
66127848917,D720
66127848917,C388
66127984123,I248
66127984123,I247
66127984123,I249
66128665770,677D
66128985731,74E4
66131448023,X904
66131712795,648M
66132244997,465D
66133540253,P109
66133874432,219M
66134570503,033F
66136591479,669Z
66136781149,57J6
66136781149,67H0
66136781149,L280
66137063391,776A
66143879190,F725
66146155123,64C1
66150769412,C726
66151735358,838A
66154307805,I858
66154647319,348N
66156400958,543J
66159330577,199W
66159671933,216C
66160419741,804K
66160786002,02F5
66161168618,82E6
66165941565,6836
66166271403,D474
66166271403,D488
66166876203,L091
66168058937,293N
66175660480,I486
66179465336,999C
66180395324,530D
66181829634,7510
66183902106,X826
66184935752,0198
66189392982,7382
66189468604,S314
66190108914,Z811
66190108914,Z813
66192540351,365Q
66193954503,260B
66195335704,609S
66195355419,955Z
66197092027,R929
66200921258,5219
66200921258,G128
66202105192,909W
66203580256,464R
66205483605,I415
66206690840,Y905
66208226896,9824
66211042408,993R
66211920632,385T
66216340154,1029
66216655735,5101
66217574211,68K8
66223899559,M815
66227933911,V840
66228980960,I662
66230142705,2539
66231867260,997W
66232751477,U827
66233983914,6602
66234467360,3485
66237007914,946Y
66239391604,200W
66243019124,741W
66245281800,9767
66245306639,P843
66250184670,107K
66251077501,1863
66252352090,830Y
66253080906,E640
66256462791,Y474
66257139017,5643
66258009281,9007
66258009281,106C
66264713197,983F
66265036760,P596
66267168124,S740
66268025223,R861
66268174257,037V
66274212316,186J
66277504679,492P
66280062703,257Y
66284787767,158I
66286390682,C485
66287261227,50E9
66288408441,322C
66293258256,06B9
66296013234,5175
66298998203,P157
66298998203,P158
66300797115,260U
66301599079,409W
66301828650,1881
66302460876,K332
66309830133,M961
66312974293,I197
66316865738,536X
66317975903,862V
66320423037,762S
66321923486,D462
66322162668,890K
66322667725,I156
66324248267,31C6
66325687254,711J
66326332252,684V
66326769009,U962
66328793453,1668
66331046748,847Y
66339116395,N840
66340021473,272X
66346406250,030D
66353410633,043M
66353604946,U281
66353604946,M476
66354193136,W047
66355964255,586I
66358696298,188P
66358979296,1924
66360904828,550E
66362398074,621L
66362640707,562E
66369156612,079J
66369303422,V423
66371962122,9398
66371962122,S374
66371962122,S375
66371968122,9375
66372099525,H753
66374576273,6239
66379041274,5278
66379243510,8107
66382643506,250Y
66392815998,22J1
66393285621,62K3
66396526058,4683
66398630935,528D
66398732072,820Q
66405231295,72B6
66407130178,730G
66418689229,04F3
66419275496,H963
66422071195,186N
66422902379,J921
66428699819,68H2
66429144491,93B0
66429641818,Y361
66432091716,01C9
66435470237,979C
66438614506,1215
66443051600,783L
66446256726,223U
66446256726,450R
66448759405,X970
66449773476,533U
66451791262,M969
66452825696,380H
66458145032,L902
66461026617,I997
66465298023,V471
66467438075,P069
66471475202,V912
66476842753,T746
66480315838,727F
66480928576,B246
66482654799,F127
66486211807,I495
66500596861,I881
66501610765,57J7
66503343062,N424
66503589741,E247
66505546415,V575
66509369912,133J
66510010055,177K
66511903527,J858
66512329344,539S
66521352857,J437
66522031724,01B7
66522031724,E534
66524637753,085M
66525512591,097T
66526032131,706F
66527316024,4469
66528465711,124X
66528612521,091M
66529811931,688N
66529811931,L689
66530472950,58E6
66530523483,S235
66532748639,N977
66533902085,000N
66539986346,567R
66540870850,414M
66540870850,7009
66544332617,E172
66549718817,18B7
66552658742,290S
66553455398,133Y
66553967858,Y505
66556763720,670U
66557638859,360K
66558387299,184W
66559020650,4098
66559735011,6427
66563162973,H899
66563162973,H900
66565290692,W626
66568229129,30C8
66569566574,T687
66571831011,9096
66572530802,38D1
66573168784,T983
66575832998,285D
66581705218,H646
66582931132,502Z
66583629751,758K
66584129802,790D
66588482472,H201
66590647094,811S
66592186418,024L
66592186418,025L
66593695470,404V
66597366552,751E
66597496730,685I
66598026966,4623
66598543838,380F
66601925804,V389
66602657428,T070
66604477865,P553
66608601063,993X
66611271573,7531
66611737285,2201
66612922300,L754
66613552706,W844
66620860445,6179
66621022715,929G
66623106677,R005
66623244842,T899
66625209399,286O
66625557851,79F0
66628205973,9102
66629983583,0302
66630730830,W704
66642410981,6124
66645702760,Y107
66645702760,Y106
66647863318,9619
66650281201,G777
66660577440,6866
66661237854,D052
66668126267,180V
66669400608,847F
66671696353,7145
66671961984,330I
66671961984,V486
66676829334,6849
66678099455,470I
66679216442,N792
66682291321,3049
66683695655,H197
66686294800,W896
66686866492,G554
66690517470,656H
66695146938,6910
66696405533,493P
66697505059,538I
66698013048,246G
66698345445,3375
66701141516,74C8
66701481770,I636
66703943678,394I
66708321329,R576
66708782851,408C
66709038627,T493
66715306526,9110
66715919183,M655
66715919183,M654
66716223608,R825
66717099579,648P
66717648079,S003
66720823323,891G
66721739427,433J
66727675291,I928
66729964330,514E
66734975173,2871
66737036326,306H
66740594974,W225
66740867377,H076
66742446186,R046
66745758217,X379
66748389545,7511
66752349824,446Y
66755230465,4723
66757419544,310W
66764418063,J740
66770265069,680H
66773659844,616H
66779069122,174W
66779590594,739X
66785013884,965Y
66785917169,723H
66788652680,P029
66792569262,622N
66793727724,858Q
66794468226,W735
66794468226,P909
66795517630,A604
66796389459,086M
66798131214,X663
66802524798,U765
66807289127,681F
66807937430,I146
66811617146,391T
66812828062,T549
66817689694,427G
66819452023,233Y
66820329150,J539
66820788312,J025
66822121377,I753
66823600286,78E4
66825146376,G582
66829812565,319I
66836360869,611R
66837178010,W248
66837409139,9652
66838746584,20F1
66840901541,867V
66841061488,W512
66845087048,492Y
66848070246,P288
66848517085,Q069
66850263634,114G
66850452558,474E
66851429672,1831
66852129339,0536
66852350518,Y861
66852654068,892W
66857792660,6718
66858932189,Z839
66863661655,546M
66864001931,521Y
66865698486,88G8
66866183298,R887
66870203005,P076
66871745487,298R
66873720932,P920
66877153177,Z709
66878859377,863F
66887595730,820R
66887613398,L572
66891259133,752Y
66891982922,U098
66896627769,572G
66898779281,J608
66899436218,653Z
66900874022,313V
66904007933,H212
66904640441,394Y
66908746255,X219
66911976891,5078
66914785340,061G
66917976135,256F
66923082472,P222
66923952984,R221
66925021326,T404
66929024805,673D
66929521864,S470
66931839873,W115
66932155638,Y299
66932155638,735K
66934348189,P835
66934836161,276F
66935865520,Q893
66936140239,039T
66939759184,698P
66942306170,Y486
66942306170,0487
66943134378,454C
66944218655,Q356
66944716573,G343
66944716573,G342
66944893164,T307
66945934711,I104
66947325696,455X
66949744896,284L
66952510064,823Y
66954289795,Q900
66957730741,H565
66958983622,6634
66961395283,X354
66965636422,595D
66966488455,7903
66973958405,J774
66974094026,K381
66981155930,2564
66985338133,834B
66985455048,I952
66986155423,V314
66987031233,20G0
66987536467,G443
66993131942,136T
66995933106,061C
66997763457,G344
66998651590,106P
67 002 781 142,A917
67 784 981 354,1368
67000064380,089T
67000202442,3222
67000215029,M505
67000780058,H545
67001885730,128T
67002028257,00K6
67002402332,U376
67002583502,496D
67002583502,497D
67002583502,F047
67002781142,F280
67003242750,9129
67003989375,N947
67004391422,362J
67005622573,I295
67006074666,B837
67006379237,L636
67006379237,974N
67007110581,8701
67007550049,Q283
67007645267,034T
67008281927,558E
67008765508,6135
67009296431,994X
67009563731,73C3
67009582361,2745
67009695836,4620
67009721233,077J
67010650281,962U
67010650281,6645
67010650281,C365
67010650281,C400
67010832587,H164
67011060729,U364
67016725416,12G1
67017061636,58D9
67021239972,809S
67021239972,193J
67023810411,M478
67026133717,495Y
67027767908,W959
67031664958,658E
67036311416,6988
67041768747,4931
67043431316,I918
67044585102,584C
67045145756,58D8
67045145756,4476
67046155065,F196
67048603657,G601
67048842488,R011
67050036148,Q735
67051865090,7514
67053395649,01E2
67055648611,L716
67055731495,W353
67060179194,14D8
67060616837,7744
67062981929,9830
67065656242,537G
67066269557,D981
67068714235,00G8
67068926336,G688
67069394435,Q867
67069406542,I015
67070289350,403M
67070454287,782D
67072232902,X077
67072376153,T759
67072729761,N385
67073880366,931R
67074180671,Y259
67074399009,727W
67078693651,U051
67078693651,R798
67079420653,6281
67080184056,N220
67081294285,891U
67082896276,380N
67084701275,T838
67088155013,E690
67089521963,H401
67090029589,154M
67090590105,485T
67091532685,M253
67094950551,212I
67097049039,155T
67097049039,M814
67097853772,69G1
67098564571,0054
67099334433,E551
67099405777,B936
67101941504,490H
67102039503,036T
67104239344,15B9
67104239344,S892
67104239344,R291
67104410618,B341
67105568932,7376
67105568932,R303
67105568932,R304
67105568932,R320
67105579511,0015
67106334409,G060
67107334409,5338
67107339063,0295
67108960127,38E4
67112605640,9318
67112943534,8654
67112943534,4868
67114122467,822X
67114806679,15J8
67115271992,41B9
67118273831,174H
67118517948,579K
67119351860,Q697
67119566666,16J4
67119744640,640B
67126765978,W607
67127725267,111D
67129121777,Z433
67131474827,F557
67132376519,P008
67134492849,Q153
67135732878,W407
67137342996,504D
67138994894,4817
67140612281,G177
67140724720,X833
67142331182,F667
67142534454,I774
67144118733,5094
67144215901,Q104
67145320903,780Z
67145817811,V899
67146497930,869A
67146537933,536W
67148314512,M817
67148314512,M856
67149145890,49G7
67153461996,72H0
67153499122,783A
67154322433,61D4
67154912188,591S
67154912188,098N
67155900388,1A66
67155955620,72E7
67159975045,85E8
67165799495,016L
67170541095,Y053
67172205758,N649
67174560710,G133
67175487489,W601
67183269214,904U
67184115702,561H
67184189854,295C
67185459529,U115
67186614994,607Z
67186807305,9683
67188401261,43G3
67188525185,8622
67189033287,89C3
67190816858,25J9
67194382911,516W
67194667912,1212
67196610157,764M
67202264540,919F
67202264540,921F
67202264540,1616
67202264540,E290
67202264540,E342
67202264540,E341
67203815701,U920
67205796480,Q509
67205796480,Q508
67207552873,821J
67208398330,408K
67210241490,Z800
67215101279,I919
67215101279,H605
67215182689,999L
67216271201,A112
67217819440,Y067
67220984649,645E
67226601325,09E7
67229946010,T427
67230363148,619U
67236508041,68B1
67237745852,V709
67238905068,93H2
67242538410,89H2
67246007337,20E4
67246102755,R522
67247557887,W381
67248001638,391K
67249108962,335Z
67249108962,E410
67249740773,78C0
67254929746,1777
67255284807,194B
67256979219,738L
67259622245,42E8
67262234003,M009
67263029660,G393
67265431148,L926
67266451467,S416
67266760655,L702
67269418459,V875
67271480066,G890
67274315228,654H
67277570429,908W
67281015230,Q719
67282164015,316Y
67283592310,143L
67286153178,732R
67287536793,V775
67288733649,459C
67293551940,C141
67296298077,P347
67301317820,N514
67301876838,744K
67301876838,732K
67302873948,599Z
67303830758,T855
67307534575,183W
67309171909,239B
67309693701,24G1
67316791428,978L
67318209484,Q271
67318491505,713G
67320931608,9381
67322362554,Z160
67327868027,766W
67334871244,53F4
67335658995,149Z
67335773017,V422
67337460571,720Y
67338946764,76H0
67339212202,696M
67341063802,9001
67342946053,8522
67343478336,H021
67345261120,24J5
67347027033,Z361
67349673643,667E
67352941728,887J
67352941728,L768
67353029732,K114
67354297873,953L
67354659312,E200
67356141315,V487
67363233626,54C2
67363866015,257E
67367640372,4191
67376931925,903R
67379369631,634H
67379814003,533K
67381799085,080H
67383898567,3798
67385959256,101J
67392765788,57D9
67393136213,V743
67396226244,3765
67396226244,E800
67399146175,484B
67402481193,T185
67402481193,7628
67403934231,U522
67404380157,223J
67406572994,988D
67413358596,U528
67415013227,H633
67415036436,03B4
67415257479,664C
67415257479,663C
67418854436,46B6
67419324841,9064
67422420882,871M
67424284023,6468
67426535493,8695
67434885146,Z803
67436691608,914H
67443043158,M733
67445833560,Y387
67446735414,92G2
67446735414,136L
67449426379,7885
67449762233,922T
67451134022,J354
67451478611,U278
67452270301,U860
67456181218,E084
67460541356,H604
67461 488 5,P804
67467117994,P362
67471194357,328D
67474084934,J610
67475494151,088X
67476937808,Z834
67479353072,K202
67482508853,H861
67482815212,497L
67483283230,6717
67483549714,H550
67493678613,6734
67493678613,9884
67493678613,9909
67494100995,54E7
67495120154,272E
67498873186,540J
67499694008,G171
67500112545,J705
67501478545,683E
67503785387,464I
67506897745,V303
67507131249,986L
67507592771,C083
67510921239,8194
67512292887,R081
67512973121,P486
67522014001,Z597
67522385952,141L
67522389548,636V
67523638086,478W
67527254506,4664
67531053514,6096
67537363673,L282
67542637135,127I
67545776376,Z698
67546275504,83D2
67547826260,17D7
67548177945,831T
67548177945,764N
67548177945,B645
67563983038,I071
67564237966,065Y
67566001990,388B
67567292487,0818
67569149169,296D
67570788334,R414
67570976092,26C7
67575960843,P188
67578822573,F240
67579347566,Y407
67579953312,Q467
67585037050,Y868
67585336889,N683
67585706315,T812
67586368290,L265
67590266474,036Z
67594109131,447Y
67595330157,632D
67596440322,D601
67596516008,72B1
67596516008,P872
67596516008,331H
67601964532,786Q
67604518046,272G
67606645970,06E1
67606645970,387V
67607386698,176M
67610328133,03C4
67612932742,619Q
67613278676,25K3
67615063193,H467
67615750197,2105
67615750197,301B
67616854125,36D8
67617611545,9667
67617611545,L526
67620913030,G955
67622367654,Y884
67622668904,K109
67623325387,M582
67623841223,879T
67626430550,N063
67627151644,337M
67627167595,29B7
67628662171,0371
67636784088,B529
67638198316,1964
67639436757,B287
67646996914,2672
67647603507,451W
67650903387,J959
67654435297,P699
67655331026,097U
67658176043,5120
67659466367,027G
67661793373,887B
67668326185,F702
67669982009,100Y
67670453963,0240
67670677615,05D5
67676683047,138K
67676839938,G747
67677306380,569M
67681601993,4211
67683668244,Z786
67686218130,Y493
67686218130,Y494
67686218130,K736
67688743828,853R
67693848966,K104
67700323782,M546
67706702603,243F
67717504098,E092
67722318209,057Z
67722739350,22G5
67722740748,X848
67723454100,921K
67726875895,E650
67727360611,85J2
67731179198,46J8
67732106686,694E
67735811648,Y750
67741410363,8700
67744150393,57G5
67747164754,814W
67747848961,568B
67748421950,529V
67748996887,69E8
67749016074,477P
67749389969,T080
67750552034,763K
67751072847,N017
67755317113,Q444
67756894353,N151
67756894353,N152
67756894393,P657
67757313147,265I
67758462834,E793
67760773640,U611
67763962847,386N
67765206322,73J5
67769877246,159I
67773511252,V051
67775575137,216F
67782711955,6605
67785312752,98H0
67786819406,54F8
67786932699,K463
67787050526,968F
67788656998,K559
67789310842,012R
67790955942,411L
67795201961,N705
67795645490,K192
67796034268,N697
67797530042,656S
67804755478,N608
67807606808,811U
67809394197,T247
67814013692,X235
67818255149,L937
67821313574,5524
67822035446,479U
67826033293,357P
67833124956,X821
67839108772,384Y
67841774806,313B
67842016974,2525
67845044878,I917
67846650326,V300
67854516899,X159
67854537215,072C
67856213094,789B
67856763106,578D
67859209969,888W
67860435818,R583
67863783278,648D
67867266052,M102
67868761210,L122
67871647860,G686
67872861500,L787
67874768121,94C2
67876502179,322I
67878864302,75J4
67879578850,J320
67880096473,947N
67881107521,V283
67881398267,665L
67889695567,16B2
67890989968,337S
67891387204,0556
67893574814,77J0
67896918618,90E3
67897261691,J571
67901489372,13J5
67901913170,W077
67902020699,Z910
67904792612,749D
67905424002,498N
67911072202,080T
67915368652,2924
67917124770,817D
67917479636,W919
67918206525,761Y
67918484684,S253
67920615648,269W
67921058605,H609
67921058605,687R
67921893526,I518
67922983138,E161
67923405288,L970
67925441396,418E
67933586972,Y763
67938647944,U452
67946951017,W760
67951919913,N668
67952575851,086H
67954761280,V824
67955324656,401D
67957939789,A546
